! にじさんじ
! --------------------------------------------------------------------------------
うぃふぃ	https://www.youtube.com/channel/UCzMAP-oh5-pC8j6RlCPf26w	위피 / Wiffy 【NIJISANJI KR】	1
がおん	https://www.youtube.com/channel/UCpRXCTyNNa-MnjhK6gisnRw	가온 / GAON 【NIJISANJI KR】	1
しんゆや	https://www.youtube.com/channel/UCjGE11ZnF0JSR8egVAwh-3A	신유야 / Yuya Shin 【NIJISANJI KR】	1
そなぎ	https://www.youtube.com/channel/UC5ek2GWKvUKFgnKSHuuCFrw	소나기 / Nagi So 【NIJISANJI KR】	1
ちぇあら	https://www.youtube.com/channel/UCmWqYB6y8gSfPONWGspuOWQ	채아라 / Ara Chae 【NIJISANJI KR】	1
ぬんぼら	https://www.youtube.com/channel/UC1ZV7KBscK0EMoJKFu1DnDg	눈보라 / Bora Nun 【NIJISANJI KR】	1
はんちほ	https://www.youtube.com/channel/UCJ6LH4jMNy0JN9RSThz1mMQ	한치호 /Chiho Han【NIJISANJI KR】	1
みんすぅーは	https://www.youtube.com/channel/UCUtKkGKef8BYMs3h-3zQm9A	민수하 / Suha Min 【NIJISANJI KR】	1

! NIJISANJI KR (引退・脱退)
! --------------------------------------------------------------------------------
ゆるり	https://www.youtube.com/channel/UCIJ9zP6gIkT8BB4Lz4UYPhA	유루리 / Ruri Yu 【NIJISANJI KR】	1
かえん	https://www.youtube.com/channel/UCZgRRTDMYwHpQ7sCl0aCp2Q	Kaen vtuber 【NIJISANJI KR】	1
ろーろー	https://www.youtube.com/channel/UCLSzgV37Dt24T8p3-TNiSLg	LOROU 【NIJISANJI KR】	1
はくれん	https://www.youtube.com/channel/UC6WU2SrnG019ucm_bdY6qxQ	백연 【NIJISANJI KR】	1

! VirtuaReal Project
! --------------------------------------------------------------------------------
あいね		0
あざ		0
いちご		0
かおす		0
かる		0
きよら		0
こういち		0
さまえる		0
さや		0
しき		0
せいや		0
たびびと		0
ちはる		0
ななみ		0
にゃつき		0
ぷらす		0
ほしみ		0
まひる		0
みき		0
むり		0
やぎみちゆき		0
ゆきえ		0
るき		0
ろい		0
わくひめ		0

! VirtuaReal Star
! --------------------------------------------------------------------------------
りんいぇんようさ		0

! 元 VirtuaReal Project
! --------------------------------------------------------------------------------
はのん			0
みもい			0
ぱっくす			0

! NIJISANJI EN
! --------------------------------------------------------------------------------
あでぃあ	https://www.youtube.com/channel/UC_aB_-PHLFHiP61djM0oOiQ	Aadya【NIJISANJI EN】	1
びはん	https://www.youtube.com/channel/UC0lik9pHju6ONgkBh7N5wHw	Vihaan【NIJISANJI EN】	1
ぬーる	https://www.youtube.com/channel/UC6oW4FXETgEGOFTxWmI2h5Q	Noor【NIJISANJI EN】	1

! ユメノグラフィア
! --------------------------------------------------------------------------------
あおみかやな	https://www.youtube.com/channel/UC51CAf3nsDsjOGwHRcncYHA	蒼海カヤナ【ユメノグラフィア】	1
あさぎりいづる	https://www.youtube.com/channel/UCkMafPPXcU3D15G4aqxZx_Q	朝霧いづる	1
いちのもりこひな	https://www.youtube.com/channel/UCYBcsFLhWktypwOK60rrHDg	苺ノ森こひな【ユメノグラフィア】	1
かたくらひとみ	https://www.youtube.com/channel/UComcV5JIFj9hy24DDOywcpQ	片倉一実	1
くれまはくぼ	https://www.youtube.com/channel/UCRNrakpqXd8RTN9WWjeENIg	暮間珀暮【ユメノグラフィア】	1
くれやぺい	https://www.youtube.com/channel/UCTBm2KwIhQR6BwiQZtRxl7g	紅夜ぺい【ユメノグラフィア】	1
こはなてくと	https://www.youtube.com/channel/UC-6Qa_TGe4t_7O0VAA_dt9g	小花てくと	1
ころぼしまう	https://www.youtube.com/channel/UC9RO_y3q3S6CezWPUZwchjg	ころぼしまう	1
しのみやとうか	https://www.youtube.com/channel/UC2qHAqJrfFKgqBpnFV1NnGg	四ノ宮透華	1
はえとりかづら	https://www.youtube.com/channel/UC8ytn7bH048TWtE1MeSkuvQ	蝿取かづら	1
はとおかここ	https://www.youtube.com/channel/UCTdqUU98050254KJrglvRpw	鳩岡小恋	1
ひじりぐれいる	https://www.youtube.com/channel/UCHnfJmPoLv1wAr6vYhAXShA	聖グレイル【ユメノグラフィア】	1
ひめるち	https://www.youtube.com/channel/UCekwKFXWWGehHV3kvnR23OQ	雛芽るち【ユメノグラフィア】	1
ふでそめしき	https://www.youtube.com/channel/UCDvrSLOnQdzaFS2IZENY5OA	筆染四季【ユメノグラフィア】	1
ほうしょうてあ	https://www.youtube.com/channel/UCIS6mGDlL1l9Dz-_6WaGbHA	宝生てあ / ユメノグラフィア	1
みかげみゆ	https://www.youtube.com/channel/UCyZZHHbrQm6TTq-OCw1lm1Q	観影みゆ【ユメノグラフィア】	1
みさごゆきまち	https://www.youtube.com/channel/UCT_njgtN2a8Ju13_NrmSs5Q	雎 雪待 -ユメノグラフィア-	1
みなみあやね	https://www.youtube.com/channel/UCoWS4d-52qpApaGbBKHvQ5A	南絢音	1
みーてぃあ	https://www.youtube.com/channel/UCY_bDOGjQA3fXmgIqruQAAg	ミーティア【ユメノグラフィア】	1
りいか	https://www.youtube.com/channel/UCj2OT0HavdPpe_QMeYSzlDQ	りいか	1
りくどうかろ	https://www.youtube.com/channel/UCvA6AYRJPUSrGZp31kayhEQ	六道カロ	1
ろっどくろうりー	https://www.youtube.com/channel/UCd5GupJDWS5OsjztuD0IGhw	ロッド・クロウリー	1

! SLEE
! --------------------------------------------------------------------------------
ももはらみのり	https://www.youtube.com/channel/UCM1Gmvi1OpILObCSwfZbKBg	ももはらみのり学園【SLEE】	1
ひくらかの	https://www.youtube.com/channel/UCMi5xsCgbQRDJJudCISB1qA	氷儚かの-h195-【SLEE】	1
ひめなぎさ	https://www.youtube.com/channel/UC3j7cyW1U7dbE5ipXbpPi9Q	姫なぎさ/nagisa hime	1
あかづえまりん	https://www.youtube.com/channel/UCzhK2GsIyIoLIclztGlyLZA	赤杖まりん -akadzue marine-	1
